negara,review,rating
Indonesia,moonton kenapa gua dikasih tim jelek Mulu tolol anj moonton tolol yatim,1
Indonesia,game nya seru banget dan bisa menghilangkan stres,5
Indonesia,tim yang tidak adil,1
Indonesia,pantas untuk di mainkan,5
Indonesia,ini game kalah Mulu,1
Indonesia,ijin,5
Indonesia,ini bagus,5
Indonesia,"monton bisa ga lu sesuai tim? skin doang dibagi"" tapi otak g dipake",1
Indonesia,"game gaje di kasih musuh nga ngotak, leg mulu, sama timnya ngetrol mulu",1
Indonesia,tim tidak masuk akal dan lawan jago beserta hp saya kepanasa,1
Indonesia,pemainnya ngetrol mulu gapapa lah yang penting seru kami kasih bintang 4 montoon,4
Indonesia,ngasih tim kagak jelas mulu,1
Indonesia,asik,5
Indonesia,"Waduh ceater lagnya parah banget, matchingnya juga parah.",1
Indonesia,"baguss game nyaaa cumaa agakk kag dikit server nyaa , teruss skinn aurora nyaa baguss semuaa andd segituu ajaa ratingg akk",5
Indonesia,woi moonton anj gw lostrek 12x kasi Napa tim setara tim gw bego semua game tidak adil anj kau moonton,1
Indonesia,"alasannya game ini bisa saja merusak mental pemain yang sudah mau naik rank dan terjebak di rank epic, moonton juga memberi pemain dark sistem yang membuat orang hampir stres sudah terima kasih 🗿",4
Indonesia,sangat enak saat bermain,5
Indonesia,sangat seru,5
Indonesia,game ini bikin stresss,1
Indonesia,gamenya sangat bikin saya mau marah mlu baru menang kalah lagi gk solo gk duo gk trio gk party ada aj masalahnya entah banyak dark sistem lah ketemu penjoki lah inti ini game gk cocok untuk main di bulan puasa kalau gk bisa nahan sabar,1
Indonesia,"Oi moonton yg bener laaaahh, koin bangsawan ku yg harusnya 708 kenapa jadi 648???? masa iya pas gacha pun dikorupsi yg benar aja lah moonton, mohon perhatian nya lah kan ini merugikan Player, mana ga dibales sama cs nya lagi",1
Indonesia,tolong lah monton kasih tim jangan yang darsistem aku dah cape dapat tim anomali misalnya epik 3 nabrak lejen 3 tapi kalo epik di huni para anomali Miya roam Hanabi jungler tolong monton hapus para anomali di epik biar gak beban tim kasihan yg gendong susah payah untuk naikin Reng malah unrun lagi tolong lah monton kasih tim yang waras dan juga seimbang musuhnya biar tidak ada anomali yg merusak harga diri untuk tidak merusak reng kita hapus akun darsistem yg beban tim saya setuju,2
Indonesia,tolol lu Moonton kasih musuh GK ada otak mending main pau daripada jagain ml,1
Indonesia,plis lah dapat lawan seimbang muntoon,5
Indonesia,gem nya bagus aku udah nyampe renk epik,5
Indonesia,adalah pokoknya 🗿,5
Indonesia,game rusak,1
Indonesia,bikin suka ngeleg sama playernya toxic buang banyak batre sering ngebug lagi,1
Indonesia,"ga adil ml, jaringan selalu ngelag, cheater ga di perbaiki",1
Indonesia,monton tolol ajing,1
Indonesia,game nya ga seimbang ngawur ga ngontak kalah menang kalah menang Mulu gema apaan kek gitu game ga layak,1
Indonesia,bagus sih tapi montoon tolong servernya di perbaiki pas main ngeleg pada hal sinyal udah bagus tolong perbaiki,2
Indonesia,dikasih player bot terus,1
Indonesia,GAME GA GUNAAAAA,1
Indonesia,Game kaya kontollllll,1
Indonesia,"8 bintang lagi gua naik legend. jadi, TOLONG KASIH AKU TIM YANG BISA BIKIN NAIK RANK. KALAU GAK GA BAKALAN GUA KASIH BINTANG 5",1
Indonesia,bagus sih nih game cuman macth making nya gak masuk akal kayak jarang dapat first pick Ama sering ketemu anomali,4
Indonesia,"seru seru menantang ya, keren👍👍",5
Indonesia,seru tapi kadang tiba tiba bug,5
Indonesia,asik,4
Indonesia,game tolol,1
Indonesia,semoga naik imortal amin,5
Indonesia,aku menyukai game ini,5
Indonesia,manis di awal,4
Indonesia,monton tolong berbaiki jaringan nya ping saya udah hijau patah patah pas saya juga stak pas Saya main di loding scren nya tolong ya monton,1
Indonesia,"jaringan kok bisa ngelag bgst mana udh seminggu lebih, padahal bagus wifi gw",1
Indonesia,benerin sistem matchmaking sesuai kda anj isinya sistem haram,1
Indonesia,enatah gua rasain skrng lag diam susah di pijit kl war tersendat sendat kontrol..bug apa gmn padahal hp normal ..sebelum nya gk pernah main kayak gini ...,3
Indonesia,game yang sangat cocok dimainkan saat bulan puasa,1
Indonesia,game ga ada utek,3
Indonesia,banyak dasy sistem sih gara gara monton,3
Indonesia,"game gampangg musuhnya bot banget,kerasin lgi laa,bosen imo muluu",5
Indonesia,monnton g mikir game kikir ngasih tim ga ngotak lawan full glory di tim masih ada aja yg mawi kalo mikir pake otak jangan pake lutut,1
Indonesia,Lance gua pasheng tapi selalu ketemu dark sistem jadi tolong yang namanya dark sistem di hapus aja ya tod,5
Indonesia,jangan beri gua darksistem Mulu dobg,5
Indonesia,"game haram,harus di blacklist game gilaa,moonton gilaaa",1
Indonesia,bagus banget gamenya,5
Indonesia,game rusak game rusak mau war malah lag padahal ping bgus gbs gerak rusak rusak,1
Indonesia,game tolol isinya drak sistem yang ada guna dan sinyal parah banget moonton,1
Indonesia,Main sinyalnya jelek terus,1
Indonesia,saya sangat terganggu terhadap server game ini yg sangat menjijikkan yg dimana disaat saya bermain lag yg saya alami sangat menggangu permainan ini padahal jika menggunakan aplikasi lain dan bahkan melihat live streaming tidak terjadi masalah internet juga terhadap pencocokan tim yg dimana saya masih dirank mitik dipertemukan dengan rank honor saya sudah muak terhadap layanan aplikasi ini dan masih banyak hal yg tak adil seperti diberikan tim komputer dan tidak dpat perlindungan bintang,1
Indonesia,game ini tidak boleh dimainkan oleh anak anak karena sangat toxic dan banyak orang orang berkata kasar saat di game yg rank nya sudah tinggi seperti honor dan imortal tolong play store hapus game ini karena sangat tidak baik karena game 18+,1
Indonesia,"Game ini mengurangi stress,mainkan😭",4
Indonesia,"suka dikasih musuh yg gasetara, udah tau akun masi gm, gjls yaudah ak hapuslah mending main game yg lain",1
Indonesia,ngeleg Mulu kurang sponsor ya?,1
Indonesia,game nya sangat susah kami terus di kasih kalah belum pernah menang saya,1
Indonesia,jelek game nya karena sering lag tolong diperbaiki lagi,1
Indonesia,pemilihan tim yang burukkkk bangettt,1
Indonesia,saya sudah memberi bintang 5 karna bagus,5
Indonesia,game buruk sinyal suka ngelag ketemu team musuh jago jago GK ngotak nih moonton hapus aja tuh sekalian minimal perbaiki jaringan nya ajg huek,1
Indonesia,saya kasi bintang lima tapi kasi mitik saya ok montoon,5
Indonesia,"benerin lagi matchmaking nya,ga imbang match nya ga setara rank sama musuh,selalunya diketemuin tim yng under sedangkan musuh nya jago semua,game rusak game rusak,tutup aja game hama ini,bikin orang stress aja maininnya",1
Indonesia,saya Terinspirasi,5
Indonesia,"saya ga login beberapa hari pas login lagi udah ga bisa ,dihack orang",1
Indonesia,gem bagus tapi bagiku yang jelek dan nurik ya kebanyakan kawan yang bot bot musuh kebanyak selalu jago ni gem bagus tapi fiturnya lumayan pelit,4
Indonesia,game menyusahkan masa tim gue dikasih yang bot...apalah..harusnya seimbang Losetreak ma sampe 3x,1
Indonesia,kadang seru kadang tapi ok 😉 ooooookkkkkkkkk,5
Indonesia,game yg penuh banyak bug seperti saat loading screen ngestak 30% lama kali masuk in game nya sampai afk gw entah kenapa padahal jaringan gw bagus dan hp gw bagus,1
Indonesia,bagus,5
Indonesia,game koneksi nya stabil kan lagi masa di sinyal 5g tidak dapat ping 1 digit,5
Indonesia,woi moonton kasih lah yang menang stress gw dapat timnya gini amat,3
Indonesia,semoga winstreak,5
Indonesia,Bagus,4
Indonesia,geme bikin stres ajg,1
Indonesia,gme anj udh lah ngelag pembagian ga adil lgi monton anj monton anj,1
Indonesia,penyait nya jaringan ga stabil,3
Indonesia,game bikin stress,1
Indonesia,"game terbagus dan terseru yang pernah ku mainin , 1gak bosen² main ini apalagi buat mabar seru banget",5
Indonesia,mlbb ini sangat bagus,5
Indonesia,Bwnyak Draksistem nya mau ke legend malah kolah kalah mulu curiga kalo ml kayak judi dikasih menang dikit trs dikalahin trs intinya cepet bangkurt aja ya kalo ngasih musuh yg sepadan jan poke trs tim gw,1
Indonesia,game ini sangat seru bisa main online dan offline,5
Indonesia,"MATCHMAKING NYA BENERIN, MASA IMO KETEMU GLORY ATAU HONOR. LAWANNYA FULL IMO, JANGAN KARENA LAGI WIN STREAK MALAH DI KASIH TIM YANG GA BISA MAIN. UDAH DI KASIH KRITIKAN BANYAK ORANG SOAL MATCHMAKING NYA YANG GA JELAS MASIH AJA GA DI BENERIN. MENDING PINDAH GAME LAIN DARIPADA ML KETEMU DARK SYSTEM MULU!!!!!",1
Indonesia,tapi pada setiap pemain harus dapat 2 Hero super keren dan bisa menang terus aku mohon kasih saya 2 Hero terkuat dan killer,5
Indonesia,seruu banyak temen nya bikin ngerasa Kren juga otw masuk GC nya 🤤,5
Indonesia,"dapet tim banyak yang ngetroll,sistem matchmaking nya ga adil,saya imo masa bisa setim sama mytic honor,dapet tim ga perna bener,server nya juga ngelag,tolong di benarkan ini game,banyak player yg uda resah sm tim,tapi gaperna di benerin sistem matchmaking nya,gimana ini,game gamau dengerin kata player nya,hadeh",1
Indonesia,"game dengan delay jaringan terbaik, masuk war langsung mematung jalan-jalan tengah musuh secara otomatis lalu mati",5
Indonesia,Game ini harus nya ga masuk e sport ga pantas. Game cuma merusak moral ....,1
Indonesia,gem nya seru dah enak,5
Indonesia,Ga akan di rubah sebelum mendapatkan sesuatu,1
Indonesia,dlm game sinyal lemot,1
Indonesia,hapus aja sekalian herro ling monton lu otak atik makin gajelas,1
Indonesia,sukaaa ajaaa,5
Indonesia,"bagus banget game nya, tapi ada 1 hal yang harus di perbaiki, saya sudah mendownload semua isian game tapi terlalu besar deh isian nya soal nya dari 141 MB jadi 4 GB Cok itu banyak banget!! tolong di kurangin monton jadi 1 GB ajh",5
Indonesia,monton tolong sistem nya di benerin padahal pin gw hijau kok ngeleg,1
Indonesia,game ga adil musuh dikasih tim selalu yang bisa bermain timku di kasih orang yang gabisa main,1
Indonesia,moonton anj gua dari honor ke mytic lagi mmk game rusak ngtd,1
Indonesia,kenapa gua dikasih dark sistem terus?,1
Indonesia,monton tim nya tolonf kasih yang jangan beban semua kalo ga paada pindah game player ml nanti,1
Indonesia,gem ini sangat burik,1
Indonesia,bikin candu tantangan nya,5
Indonesia,Sinyal nya tolong di perbaiki,1
Indonesia,game ya bagus tapi ada aja yang bilang kurang bagus padahal siyal hijau itu biasa ya memulih kan jarigan monton tolong berikan saya musuh yang keras kayak abang abang imortal bintang 250 rispek buat monton,5
Indonesia,game nya asikk meski kadang bikin emosi tp bisa bikin mood gue happy 🤸🏻‍♀️,5
Indonesia,"game kikirr,mending nyawitt",1
Indonesia,game tolol tiba2 lag,1
Indonesia,game nya jelek banget saya dikasih kalah terus saya kalah sampai 11 kali,1
Indonesia,kasih player yang betul jangan dark system moonton ls trs,1
Indonesia,woy moonton hapus aja tuh Hero Hanabi dan Miya bisanya cuma jadi beban tim,1
Indonesia,"kenapa server sekarang sering ngelag""?",3
Indonesia,cuma satu doang min kalo lagi solo jangan ketemu sama squat dong,5
Indonesia,ngasih tim yang ngotak lah,1
Indonesia,kikir+ Ls minimal Ws lah,1
Indonesia,"game taikk, kalo reset event jangan jam 15.00 lahh, bisa kali di reset tengah malem aja jam 00.00 gituu, gua yang mau nyelesain misi dm kuning udah 2 pertandingan tapi jam nya baru aja 15.01 langsung kereset padahal belom ku ambil dm kuningnya,, taik lahh🗿",1
Indonesia,tolong perbaiki sistem pertandingan ya biar adil,5
Indonesia,"MUNTUN KIKIR ANJ KAGA DI KASIH HOKKY, UDAH DI KASIH LOSE STREAK GA KIRA KIRA, SEMOGA BANGKRUT PERUSAHAAN LO KIKIR MUNTUN ANJENG",1
Indonesia,good game,5
Indonesia,game terlalu susah tidak cocok untuk pemula,1
Indonesia,menyenangkan gamenya sangat bagus,5
Indonesia,apaan si giliran tim gw bot tim musuh GG apaan dah cape anj ls mulu tolong lah aku juga mau tim jago apalah moonton nih 🙄🙄,2
Indonesia,"game ini sungguh tidak ramah untuk orang yg sedanh berpuasa, dan moonton itu jahat",1
Indonesia,"penyesalan terbesar ku adalah ketika aku mengeluarkan uang untuk game ini, dan sepertinya sudah cukup sampai sini",1
Indonesia,Siapa yang main gem ini yang pertama,5
Indonesia,GAJE BAGUS KAKKKKKKK,5
Indonesia,game apasih aku dah lost streak terus mana timnya cupu montoon burik,1
Indonesia,jahanam,1
Indonesia,game bagus tapi ngeleg,1
Indonesia,game tolol gw mawi ketemunya imo anj,1
Indonesia,说实话，我真的很失望。这个游戏的排位匹配系统让人很无奈。我花了好几个小时认真打排位，希望能好好上分，可是很多时候队友要么挂机，要么乱玩，而对面的实力却明显更强。 排位本来应该是看技术和团队配合，但现在感觉更像是在拼运气。连续输这么多局，真的让人非常沮丧。 时间对每个人来说都很宝贵，可是在这里却感觉被白白浪费了。如果这个问题一直得不到改善，我真的会考虑直接卸载这个游戏，不想再把时间浪费在这里了。 希望官方能够认真优化匹配机制和惩罚系统，让玩家有一个公平的游戏环境。,1
Indonesia,"gacha kof ampas banget, 50x gacha ga dapet 1 pun sebaris bingo, game sampah",1
Indonesia,sangat manghibur,5
Indonesia,banyak yng ngetrol bot semua aslinya bintang 0 tapi monton lumayan baik,3
Indonesia,gem ya Mayan seru sih,3
Indonesia,moonton tolong hilangkan bocil troll itu sangat mengganggu,1
Indonesia,Hanya buang2 data saja game tidak pernah naik !,1
Indonesia,game bujang gak guna menang 1 kalah 3 x rusak ini game saran aja ni ya ga usah main game ini bukan hilangkan stres mala tambah stres lebih parah ini dari pada slot,1
Indonesia,moonton kenapa aku kalo main solo kok di kasih musuh yang jago padahal balat ku draksiatem tolong lah monton aku mau di kasih musuh bot dan aku epic lV turun gara gara moonton biadab aku doa kan moonton akan selalu sial,1
Indonesia,got,5
Indonesia,baguss,5
Indonesia,sinyal su su,4
Indonesia,dikasih tim bot terus sama menang sekali langsung kalah terus,1
Indonesia,game ngeleg teruss burik mendingan epep,1
Indonesia,dancorame,5
Indonesia,"bagus bisa pilih Hero sesuka kalian apalagi bisa pilih skin,bisa beli Hero,skin dll. yang paling ku suka Hero nya cantik cantik dan ganteng ganteng",5
Indonesia,game taek,1
Indonesia,"game tolol game gajelas semoga kantor moonton bangkrut, game stres, ga guna, bangkrut aja bangkrut moonton, stres main ml dari minggu kemarin nge stuck di b 95, anj emang moonton, semoga bangkrut, sekian dari gw mksi",1
Indonesia,apalah orang mau naik rank aja susah game under rate dikasih lose terus niat buat game kagk kalo GK bisa bikin game main pou aja,1
Indonesia,"game jelek sistem eror perbaiki kalo mau ganti akun moonton pas mau masukin kode malah out, trus harus masukin kode lagi pas mau masukin kode salah, pas mau ganti akun lagi nunggu 2menit pas mau lagi ngulang terus trus 7 menit trus trus aja kek gitu woy gaje",1
Indonesia,"makin kesini updatenya makin buruk,mending pindah game HOK",1
Indonesia,SYSTEM IN GAME DI BATASI MINIMAL MASA MAIN DI IMO KETEMU HONOR MAIN DI GLORY KETEMU HONOR SAMA MITYCH BIASA ANEH EMNG MINIMAL MAIN GLORY KETEMU SESAMA GLORY APALAH GAME.INI,1
Indonesia,koyok kontol wl wl asu,1
Indonesia,gua kasih bintang satu ni ya klh mulu gua ls 6 kli apaan,5
Indonesia,bagus,5
Indonesia,seru,5
Indonesia,"di saat aku main tim aku nya pada gak bisa main, sedangkan tim musuh pada jago jago semua tuh. dan ingin ini Hero gloo itu gak ada demeg/ dameg yah, aku ini sudah kalah 4X perturut turut kapan naik nya Moonton.",2
Indonesia,game stupid semoga CO nya cepat modar,1
Indonesia,𝑮𝒆𝒎𝒆 𝒏𝒚𝒂 𝒔𝒆𝒓𝒖 𝒃𝒈𝒕𝒕 sampai ketagihan,5
Indonesia,ml bagus roblox bau ketek,5
Indonesia,woy moontrol game lu udah bagus tpi player lu tuh darksitem semua ga adil lagi masa gw tim nya ada master musuh nya ga ada uvah sistem game lu lah minimal,1
Indonesia,bagus enak tapi loadingnya yg agak lama,5
Indonesia,game hama,1
Indonesia,moonton anj gua kalah banyak cok 10 an lebih anj,1
Indonesia,temenya noob padahal aku kepingin Border dari mythic tapi butuh Binta 10 aku grading kalah terus dari pertama,1
Indonesia,mlzz setiap hari pus dapet tim troll gw tujuan nya mau mytick tapi legend 1 lose terus mending game ini di hapus aja lah dah buat orang lain stress padahal sinyal bagus sering de ngeleg kin muak sama game ini gw main ml itu tujuan nya untuk bersenang senang tapi mbuat orang lain stress tapi gw sbar aja lah ke moonton.moonton tolong lah gw sampe mytick itu saja aku kasih lima bintang semoga dibaca 😁,5
Indonesia,"bagus aku suka game ini , semoga kedepan lebih bagus lagi👍🏻",4
Indonesia,bagi thr,5
Indonesia,geme toksik,1
Indonesia,apaalaahh gameee matii surihhh apalagii dii kasihh tiimm drak sistem hhh game matii surii,1
Indonesia,kalo aku lostrek aku uninstall game ini dan aku kasih bintang 1,5
Indonesia,game bikin emosi jan di download,2
Indonesia,game rusak padahal tiktokan ig an wa an lancar masa ml nge lag mulu game butut,1
Indonesia,moonton gak guna 👎,1
Indonesia,game cacad kebanyakan player tolol,1
Indonesia,Game nya sangat bagus saya jadi muak main game ini soalnya game ini terlalu kikir aku kasih bintang terbaik 1,1
Indonesia,game santun sekalii,1
Indonesia,pliase kalo semisal main janga lah kasih tim dark sistem penat tau aku,3
Indonesia,verivikasi lh muntun masa gue di kasih tim yg aneh aneh sama muntun masa gue harus ngemis ke luu muntun baru lu kasih menang makin hari makin di kasih tim GK bener sama muntuk,1
Indonesia,game banyak anomalinya,1
Indonesia,game nya seru TDK pernah lebay mainnya,5
Indonesia,ngapa si di kasih lose streak trus kapan win streak nya baok baok game haram,1
Indonesia,bisa bikin gila,5
